gbert	0.00431034482759
deferment	0.00431034482759
woods	0.0172413793103
hanging	0.0215517241379
localized	0.00862068965517
regularize	0.00431034482759
originality	0.00431034482759
refunding	0.0991379310345
slothful	0.00862068965517
wracked	0.00431034482759
omplaints	0.0344827586207
stipulate	0.0301724137931
uietly	0.00862068965517
appropriation	1.63362068966
strictest	0.0344827586207
bringing	0.633620689655
four	1.81034482759
wooded	0.00431034482759
grueling	0.00862068965517
wooden	0.0431034482759
deferments	0.00431034482759
steadfastness	0.0129310344828
immunities	0.0387931034483
guardsmen	0.0129310344828
helby	0.0129310344828
inevitably	0.301724137931
imetallic	0.00431034482759
feasibility	0.073275862069
alloway	0.00431034482759
sustaining	0.219827586207
consenting	0.00431034482759
edical	0.103448275862
inanimate	0.00431034482759
nalysis	0.00431034482759
errors	0.120689655172
yler	0.0215517241379
vassals	0.00431034482759
designing	0.0560344827586
succumb	0.0172413793103
shocks	0.0387931034483
ulloch	0.00431034482759
affiliates	0.0258620689655
perfunctorily	0.00431034482759
china	0.0172413793103
affiliated	0.0215517241379
natured	0.00431034482759
kids	0.275862068966
uebec	0.00862068965517
climbed	0.0129310344828
controversy	0.525862068966
hoals	0.0344827586207
natures	0.00431034482759
appropriately	0.0862068965517
projection	0.00862068965517
overtasked	0.00431034482759
lengthen	0.0172413793103
enatorial	0.00431034482759
stern	0.0818965517241
forbore	0.0215517241379
sternest	0.00862068965517
insecurity	0.0689655172414
definiteness	0.00862068965517
music	0.0387931034483
therefore	2.74568965517
distortions	0.0129310344828
sermons	0.00431034482759
populations	0.0689655172414
astound	0.00431034482759
exuberantly	0.00431034482759
expeditionary	0.0172413793103
schoolboys	0.00431034482759
gencies	0.00431034482759
circumstances	1.72413793103
morally	0.051724137931
locked	0.0258620689655
augatuck	0.00431034482759
cataract	0.00431034482759
xtraterritoriality	0.00431034482759
orcester	0.00862068965517
unjust	0.409482758621
disparagement	0.00431034482759
want	2.03448275862
absolute	0.349137931034
travel	0.262931034483
shirked	0.0129310344828
copious	0.00431034482759
torage	0.0129310344828
ambali	0.00431034482759
uselessness	0.00431034482759
aximum	0.00862068965517
assimilated	0.0129310344828
modest	0.0689655172414
assimilates	0.00431034482759
indorsers	0.00431034482759
eyers	0.00862068965517
sickening	0.00431034482759
uncongenial	0.00431034482759
farmlands	0.0129310344828
assino	0.00431034482759
welcomed	0.0991379310345
concurrence	0.168103448276
assing	0.0129310344828
rewarder	0.00431034482759
partnered	0.00431034482759
rewarded	0.125
welcomes	0.00431034482759
fit	0.400862068966
lifeline	0.00431034482759
fix	0.26724137931
decontrolled	0.00431034482759
secede	0.0172413793103
inal	0.0129310344828
anticipations	0.112068965517
fig	0.00862068965517
inai	0.00431034482759
reentered	0.00431034482759
aedas	0.00862068965517
elieved	0.00431034482759
rinoco	0.0129310344828
vouchers	0.0258620689655
ankow	0.00431034482759
olunteer	0.0129310344828
effects	0.612068965517
sixteen	0.0646551724138
undeveloped	0.0387931034483
glutted	0.0129310344828
arrod	0.00431034482759
ayence	0.00431034482759
llegheny	0.00862068965517
disconnection	0.00431034482759
arrow	0.00431034482759
